Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column9,Column10,Column11,Column12,Column13,Column15,Column16,Column17,Column18
REF. 87046304-KENDAL-A-LA ,nina,faldas,3,5-6 años (116cm)-7-8 años (128cm)-9-10 años (140cm)-11-12 años (152cm)-13-14 años (164cm)-,NULL,temporada,29-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87083261-EMILLE-LE ,nina,vestidos,5,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-,NULL,temporada,19-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87096707-MARTA-LE ,nina,vestidos,4,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-4-5 años (110cm)-,NULL,temporada,17-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87043266-SCHIFFER-LE ,nina,vestidos,4,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-,NULL,temporada,12-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a mano max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87093263-DELTA-LE ,nina,vestidos,5,4-5 años (110cm)-,NULL,temporada,22-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87075683-MYRA-LE ,nina,vestidos,4,12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-4-5 años (110cm)-,NULL,temporada,22-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87066323-LAIA-LE ,nina,vestidos,9,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-4-5 años (110cm)-,NULL,temporada,22-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87077637-JANI-LE ,nina,vestidos,4,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-,NULL,temporada,12-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87077637-JANI-LE ,nina,vestidos,5,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-,NULL,temporada,12-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87081001-ELVA-LE ,nina,vestidos,5,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-,NULL,temporada,17-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87071019-PALMA-LE ,nina,vestidos,7,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-,NULL,temporada,12-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87021043-CLAVEL-LE ,nina,vestidos,4,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-4-5 años (110cm)-,NULL,temporada,15-99 €,NULL,NULL,NULL,Composición: 100%  algodón,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87061037-MIRI-LE ,nina,vestidos,6,12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-4-5 años (110cm)-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87000169-BOSTON-LE ,nina,vestidos,4,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-,NULL,temporada,12-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87052016-CLAIRE-LE ,nina,vestidos,4,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-,NULL,temporada,12-99 €,NULL,NULL,NULL,Composición: 80%  algodón-20%  poliéster. Falda: 100%  algodón,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87052016-CLAIRE-LE ,nina,vestidos,4,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-,NULL,temporada,12-99 €,NULL,NULL,NULL,Composición: 80%  algodón-20%  poliéster. Falda: 55%  poliéster-45%  viscosa,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87073258-CHIARA-LE ,nina,vestidos,4,9-12 meses (80cm)-12-18 meses (86cm)-,NULL,temporada,19-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-No planchar-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87033259-AINA-LE ,nina,vestidos,4,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-4-5 años (110cm)-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87063262-LISBOA-LE ,nina,vestidos,5,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-4-5 años (110cm)-,NULL,temporada,22-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87064051-REBECA-LE ,nina,vestidos,9,12-18 meses (86cm)-2-3 años (98cm)-3-4 años (104cm)-4-5 años (110cm)-,NULL,temporada,39-99 €,NULL,NULL,NULL,Composición: 100%  algodón. Forro: 100%  algodón. Lazo: 55%  lino-45%  algodón,NULL,-Lavar a mano max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87084044-ROBERTA-LE ,nina,vestidos,4,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-,NULL,temporada,9-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87084044-ROBERTA-LE ,nina,vestidos,4,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-,NULL,temporada,9-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87084052-MINNYE-LE ,nina,vestidos,4,12-18 meses (86cm)-2-3 años (98cm)-3-4 años (104cm)-,NULL,temporada,12-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87024773-VIVIAN-LE ,nina,vestidos,5,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-4-5 años (110cm)-,NULL,temporada,19-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87095132-ELVAN-LE ,nina,vestidos,4,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-,NULL,temporada,17-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87035682-BERTA-LE ,nina,vestidos,4,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-,NULL,temporada,17-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87075681-BERTA-LE ,nina,vestidos,4,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-,NULL,temporada,17-99 €,NULL,NULL,NULL,Composición: 95%  algodón-5%  elastano. Bajos(falda): 100%  algodón,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87075681-BERTA-LE ,nina,vestidos,4,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-,NULL,temporada,17-99 €,NULL,NULL,NULL,Composición: 95%  algodón-5%  elastano. Bajos(falda): 100%  algodón,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87044763-BLUME-LE ,nina,vestidos,4,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-4-5 años (110cm)-,NULL,temporada,12-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87025707-SURIB-LE ,nina,vestidos,5,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-4-5 años (110cm)-,NULL,temporada,25-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87045136-MOSS-LE ,nina,vestidos,5,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-4-5 años (110cm)-,NULL,temporada,19-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87045706-GINA-LE ,nina,vestidos,4,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-4-5 años (110cm)-,NULL,temporada,25-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87065701-LUCIA-LE ,nina,vestidos,5,12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-4-5 años (110cm)-,NULL,temporada,19-99 €,NULL,NULL,NULL,Composición: 88%  algodón-12%  lino,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87095911-TITA-LE ,nina,vestidos,4,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-4-5 años (110cm)-,NULL,temporada,22-99 €,NULL,NULL,NULL,Composición: 100%  algodón. Forro: 100%  algodón,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87076322-ABRIL-LE ,nina,vestidos,4,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-4-5 años (110cm)-,NULL,temporada,19-99 €,NULL,NULL,NULL,Composición: 57%  poliéster-43%  algodón,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87096327-ROVI-LE ,nina,vestidos,4,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87075717-MIRIAM-LE ,nina,vestidos,4,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87075717-MIRIAM-LE ,nina,vestidos,4,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87061019-PUKA-LE ,nina,vestidos,4,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-,NULL,temporada,12-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87091024-MIRIAM-LE ,nina,vestidos,4,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-,NULL,temporada,12-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87044059-MACARENA-LE ,nina,vestidos,9,2-3 años (98cm)-3-4 años (104cm)-4-5 años (110cm)-,NULL,temporada,39-99 €,NULL,NULL,NULL,Composición: 100%  algodón. Forro: 100%  algodón. Lazo: 55%  lino-45%  algodón,NULL,-Lavar a mano max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87024060-JIMENA-LE ,nina,vestidos,8,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-4-5 años (110cm)-5-6 años (116cm)-,NULL,temporada,39-99 €,NULL,NULL,NULL,Composición: 55%  lino-45%  algodón. Forro: 100%  algodón. Lazo: 55%  lino-45%  algodón,NULL,-Lavar a mano max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87024061-DAFNE-LE ,nina,vestidos,10,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-4-5 años (110cm)-5-6 años (116cm)-,NULL,temporada,39-99 €,NULL,NULL,NULL,Composición: 100%  viscosa. Forro: 100%  algodón,NULL,-Lavar a mano max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87045721-GALA-LE ,nina,vestidos,3,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-4-5 años (110cm)-,NULL,temporada,29-99 €,NULL,NULL,NULL,Composición: 100%  algodón,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87017142-ANI-LE ,nina,vestidos,8,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-4-5 años (110cm)-,NULL,temporada,19-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87014063-ALDARA-LE ,nina,vestidos,8,,NULL,temporada,39-99 €,NULL,NULL,NULL,Composición: 100%  algodón orgánico. Forro: 100%  algodón,NULL,-Lavar a mano max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87071012-ROSES-LE ,nina,camisas,4,12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-4-5 años (110cm)-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87051017-LUCIE-LE ,nina,camisas,4,2-3 años (98cm)-3-4 años (104cm)-4-5 años (110cm)-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87071015-JANE-LE ,nina,camisas,4,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87093254-EVA-LE ,nina,camisas,6,12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87093261-COMETA-LE ,nina,camisas,5,12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87033265-CARLA-LE ,nina,camisas,7,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-4-5 años (110cm)-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87085132-TOPITO-LE ,nina,camisas,4,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-4-5 años (110cm)-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87044771-GEORGIA-LE ,nina,camisas,7,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-4-5 años (110cm)-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87055911-ROMA-LE ,nina,camisas,9,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-4-5 años (110cm)-,NULL,temporada,17-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87057636-SANTAS-LE ,nina,camisas,7,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-4-5 años (110cm)-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87037640-ALGARVE-LE ,nina,camisas,4,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-4-5 años (110cm)-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-Se puede usar secadora,MANGO
REF. 87092011-OLIVIA-LE ,nina,camisetas,4,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-,NULL,temporada,5-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87092011-OLIVIA-LE ,nina,camisetas,4,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-,NULL,temporada,5-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87012013-MARINA-LE ,nina,camisetas,4,12-18 meses (86cm)-2-3 años (98cm)-,NULL,temporada,3-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87012013-MARINA-LE ,nina,camisetas,4,12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-,NULL,temporada,3-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87003274-MAYA-LE ,nina,camisetas,4,18-24 meses (92cm)-,NULL,temporada,4-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87003273-MARGA-LE ,nina,camisetas,4,9-12 meses (80cm)-,NULL,temporada,5-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87003272-ELI-LE ,nina,camisetas,4,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-,NULL,temporada,5-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87016329-BIGOTE-LE ,nina,camisetas,4,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-,NULL,temporada,9-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87065910-PRISCILA-LE ,nina,camisetas,7,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-,NULL,temporada,9-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87016328-ZEBRA-LE ,nina,camisetas,4,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-,NULL,temporada,9-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87016331-AMIS-LE ,nina,camisetas,4,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-,NULL,temporada,7-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87016330-TORTUGA-LE ,nina,camisetas,4,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-,NULL,temporada,7-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87007659-TERESA-LE ,nina,camisetas,4,9-12 meses (80cm)-,NULL,temporada,5-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87015919-VANIAB-I-LE ,nina,camisetas,5,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-,NULL,temporada,12-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87075909-PRICILAO-I-LE ,nina,camisetas,7,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-,NULL,temporada,9-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87075909-PRICILAO-I-LE ,nina,camisetas,4,9-12 meses (80cm)-12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-3-4 años (104cm)-,NULL,temporada,9-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87091036-ELENA8-LE ,nina,camisetas,4,12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-,NULL,temporada,5-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87051042-RITA-LE ,nina,camisetas,4,12-18 meses (86cm)-18-24 meses (92cm)-2-3 años (98cm)-,NULL,temporada,4-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
