Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column9,Column10,Column11,Column12,Column13,Column15,Column16,Column17,Column18
REF. 87094034-PIQUE8-LM ,mujer,sudaderas,7,XS-S-M-L-XL-,NULL,temporada,25-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87084051-TARIFA-LM ,mujer,sudaderas,7,XS-S-M-L-,NULL,temporada,12-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87064055-NOA-LM ,mujer,sudaderas,8,XS-S-M-L-XL-,NULL,temporada,25-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-Limpiar en seco restric. mecanica percloroetileno-No se puede usar secadora,MANGO
REF. 87044056-PAUL-LM ,mujer,sudaderas,7,XS-S-M-L-XL-,NULL,temporada,25-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87034058-PETER-LM ,mujer,sudaderas,8,XS-S-M-L-XL-,NULL,temporada,19-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87095647-SPORTY-A-LM ,mujer,sudaderas,8,S-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,Composición: 100%  algodón,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 150°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87085687-MONICA-LM ,mujer,sudaderas,7,XS-S-M-L-XL-,NULL,temporada,25-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87085687-MONICA-LM ,mujer,sudaderas,7,XS-S-M-L-XL-,NULL,temporada,25-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87085692-PARIS-LM ,mujer,sudaderas,7,XS-S-M-L-XL-,NULL,temporada,19-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87085692-PARIS-LM ,mujer,sudaderas,7,XL-,NULL,temporada,19-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87035694-MONILONG-LM ,mujer,sudaderas,8,XS-S-M-L-XL-,NULL,temporada,25-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87075705-FAKIR-LM ,mujer,sudaderas,8,XS-S-M-L-XL-,NULL,temporada,19-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87075705-FAKIR-LM ,mujer,sudaderas,8,XS-S-M-L-XL-,NULL,temporada,19-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87067130-TOBIAS-LM ,mujer,sudaderas,9,XS-S-M-L-XL-,NULL,temporada,25-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a mano max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87077635-TIE-LM ,mujer,sudaderas,7,S-M-L-,NULL,temporada,29-99 €,NULL,NULL,NULL,Composición: 80%  algodón-20%  poliéster,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-No planchar-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87077635-TIE-LM ,mujer,sudaderas,7,S-M-L-,NULL,temporada,29-99 €,NULL,NULL,NULL,Composición: 80%  algodón-20%  poliéster,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-No planchar-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87097139-PARIS2-LM ,mujer,sudaderas,7,XS-S-M-L-XL-,NULL,temporada,19-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87097139-PARIS2-LM ,mujer,sudaderas,8,XS-S-M-L-XL-,NULL,temporada,19-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87097139-PARIS2-LM ,mujer,sudaderas,8,XS-S-M-L-XL-,NULL,temporada,19-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87097154-SAMI-LM ,mujer,sudaderas,8,XS-S-M-L-,NULL,temporada,19-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87070571-PERFECT-LM ,mujer,camisas,9,XS-S-M-L-,NULL,temporada,99-99 €,NULL,NULL,NULL,NULL,NULL,NULL,#¿NOMBRE?,MANGO
REF. 87046310-KIMO-LM ,mujer,camisas,8,XS-S-M-L-XL-,NULL,temporada,49-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87075668-CAMELIA-LM ,mujer,camisas,7,XS-S-M-L-XL-,NULL,temporada,49-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87044762-LIVE-LM ,mujer,camisas,8,S-M-L-XL-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87047883-ANGELA-LM ,mujer,camisas,9,XS-S-M-L-XL-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87077140-SAL-LM ,mujer,camisas,8,XS-S-M-L-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco restric. mecanica percloroetileno-No se puede usar secadora,MANGO
REF. 87037878-AGNES-LM ,mujer,camisas,9,XS-S-M-L-XL-,NULL,temporada,49-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-No lavar-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87027884-CHALECUS-LM ,mujer,camisas,6,XS-S-M-L-XL-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-No lavar-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87077147-PATY-LM ,mujer,camisas,8,XS-S-M-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87037884-HEIDI-LM ,mujer,camisas,8,XS-S-M-L-XL-,NULL,temporada,59-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-No lavar-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87094016-RACHEL-LM ,mujer,camisas,9,XS-S-M-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87084760-MICHELLE-LM ,mujer,camisas,9,XS-S-L-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87036304-CARAMEL-LM ,mujer,camisas,8,XS-S-M-L-,NULL,temporada,29-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87036304-CARAMEL-LM ,mujer,camisas,8,XS-S-M-L-,NULL,temporada,29-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87016305-CARAMEL-LM ,mujer,camisas,9,XS-S-M-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87016305-CARAMEL-LM ,mujer,camisas,9,XS-S-M-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87055665-LEANDRA-LM ,mujer,camisas,7,XS-S-M-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87055665-LEANDRA-LM ,mujer,camisas,9,XS-S-M-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87055665-LEANDRA-LM ,mujer,camisas,9,XS-S-M-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87085661-TANA-LM ,mujer,camisas,8,XS-S-M-L-XL-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87085661-TANA-LM ,mujer,camisas,8,XS-S-M-L-XL-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87085661-TANA-LM ,mujer,camisas,8,XS-S-M-L-XL-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87085661-TANA-LM ,mujer,camisas,7,XS-S-M-L-XL-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 150°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87055649-GUARDAPO-LM ,mujer,abrigos,7,XS-S-M-L-XL-,NULL,temporada,49-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87055649-GUARDAPO-LM ,mujer,abrigos,8,XS-S-M-L-XL-,NULL,temporada,49-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87055649-GUARDAPO-LM ,mujer,abrigos,9,XS-S-M-L-XL-,NULL,temporada,49-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87055649-GUARDAPO-LM ,mujer,abrigos,8,XS-S-M-L-XL-,NULL,temporada,49-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87081041-XAROP-LM ,mujer,camisas,8,XS-L-,NULL,temporada,49-99 €,NULL,NULL,NULL,Composición: 48%  algodón-27%  poliéster-17%  acrílico-4%  lana-3%  viscosa-1%  poliamida. Forro: 100%  poliéster,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO,
REF. 87040029-COFI7-LM ,mujer,camisas,8,34-36-38-40-42-44-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-No lavar-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87040029-COFI7-LM ,mujer,camisas,8,34-36-38-40-42-44-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-No lavar-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87040029-COFI7-LM ,mujer,camisas,8,34-36-38-40-42-44-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-No lavar-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87040029-COFI7-LM ,mujer,camisas,7,34-36-38-40-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-No lavar-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87040029-COFI7-LM ,mujer,camisas,8,36-38-40-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-No lavar-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87081003-OLIVIA-LM ,mujer,camisas,9,XS-S-M-L-,NULL,temporada,49-99 €,NULL,NULL,NULL,Composición: 100%  viscosa. Forro: 100%  poliéster. Recubrimiento: 100%  poliuretano,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-No planchar-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87091006-GRAM-I-LM ,mujer,camisas,10,XS-,NULL,temporada,49-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-No lavar-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87071504-MONI-LM ,mujer,camisas,8,S-,NULL,temporada,29-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87091002-COLCA-I-LM ,mujer,camisas,8,XS-S-M-,NULL,temporada,49-99 €,NULL,NULL,NULL,Composición: 62%  poliéster-33%  viscosa-5%  elastano. Forro: 50%  viscosa-50%  poliéster. Forro mangas: 100%  poliéster,NULL,-Lavar a maquina max 40°c-No usar lejia-Plancha max 150°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO,
REF. 87090553-ALI-A-LM ,mujer,camisas,10,S-M-,NULL,temporada,39-99 €,NULL,NULL,NULL,Composición: 100%  viscosa. Recubrimiento: 100%  poliuretano,NULL,-Lavar a mano max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO,
REF. 87060548-JANEIRO-LM ,mujer,camisas,12,XS-,NULL,temporada,199-99 €,NULL,NULL,NULL,Composición: 100%  piel ovino. Forro: 100%  poliéster,NULL,#¿NOMBRE?,MANGO,
REF. 87090546-ABEILLE-LM ,mujer,camisas,8,S-M-,NULL,temporada,59-99 €,NULL,NULL,NULL,Composición: 61%  viscosa-27%  poliamida-10%  poliéster-2%  polyester coat,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-Limpiar en seco restric. mecanica percloroetileno-No se puede usar secadora,MANGO,
REF. 87092007-IMPACT-H-LM ,mujer,camisas,8,S-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87051020-CANAS-I-LM ,mujer,camisas,7,XS-S-M-L-,NULL,temporada,59-99 €,NULL,NULL,NULL,Composición: 62%  poliéster-33%  viscosa-5%  elastano. Forro: 52%  viscosa-48%  poliéster. Forro mangas: 100%  poliéster. Vivo: 50%  poliéster-50%  viscosa,NULL,-Lavar a maquina max 40°c-No usar lejia-Plancha max 150°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO,
REF. 87124008-COFIP6-N-LM ,mujer,camisas,8,34-36-38-40-42-44-,NULL,temporada,39-99 €,NULL,NULL,NULL,Composición: 74%  algodón-23%  poliamida-3%  elastano. Forro: 100%  poliéster,NULL,-Lavar a mano max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87160541-FELIPAR-LM ,mujer,camisas,9,S-L-,NULL,temporada,99-99 €,NULL,NULL,NULL,Composición: 100%  piel ovino. Forro: 100%  poliéster. Canalé: 66%  viscosa-29%  poliamida-5%  elastano,NULL,#¿NOMBRE?,MANGO,
REF. 87182895-CANAS-I-LM ,mujer,camisas,9,XS-S-,NULL,temporada,59-99 €,NULL,NULL,NULL,Composición: 62%  poliéster-33%  viscosa-5%  elastano. Forro: 50%  poliéster-50%  viscosa. Forro mangas: 100%  poliéster. Vivo: 50%  poliéster-50%  viscosa,NULL,-Lavar a maquina max 40°c-No usar lejia-Plancha max 150°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO,
REF. 87174396-BETA-I-LM ,mujer,camisas,8,XS-S-,NULL,temporada,129-99 €,NULL,NULL,NULL,Composición: 100%  piel ovino. Forro: 100%  poliéster,NULL,#¿NOMBRE?,MANGO,
REF. 87176304-SUN-I-LM ,mujer,camisas,12,L-,NULL,temporada,169-99 €,NULL,NULL,NULL,Composición: 100%  piel ovino. Forro: 100%  poliéster. Relleno: 100%  poliéster,NULL,#¿NOMBRE?,MANGO,
REF. 87197887-SHARK-H-LM ,mujer,camisas,8,XS-S-M-,NULL,temporada,39-99 €,NULL,NULL,NULL,Composición: 90%  viscosa-10%  poliéster. Forro: 80%  poliéster-20%  algodón,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO,
REF. 87197887-SHARK-H-LM ,mujer,camisas,8,XS-S-,NULL,temporada,39-99 €,NULL,NULL,NULL,Composición: 90%  viscosa-10%  poliéster. Forro: 80%  poliéster-20%  algodón,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO,
REF. 87042883-GRETA-LM ,mujer,camisas,9,32-34-36-38-40-42-44-,NULL,temporada,49-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-No lavar-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87042882-ELEONOR-LM ,mujer,camisas,8,XS-,NULL,temporada,49-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-No lavar-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87042882-ELEONOR-LM ,mujer,camisas,8,XS-S-M-L-,NULL,temporada,49-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-No lavar-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87072881-LUCK-LM ,mujer,camisas,11,XS-S-M-L-,NULL,temporada,29-99 €,NULL,NULL,NULL,Composición: 100%  poliéster. Forro: 100%  poliéster. Recubrimiento: 100%  poliuretano,NULL,-Lavar a maquina max 30°c-No usar lejia-No planchar-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87052525-LUNI-A-LM ,mujer,camisas,9,L-,NULL,temporada,49-99 €,NULL,NULL,NULL,Composición: 100%  poliéster. Forro: 100%  poliéster,NULL,-No lavar-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO,
REF. 87052525-LUNI-A-LM ,mujer,camisas,7,M-L-,NULL,temporada,49-99 €,NULL,NULL,NULL,Composición: 100%  poliéster. Forro: 100%  poliéster,NULL,-No lavar-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO,
REF. 87013254-SOUL-LM ,mujer,camisas,10,M-L-,NULL,temporada,29-99 €,NULL,NULL,NULL,Composición: 100%  poliéster. Forro: 100%  poliéster. Recubrimiento: 100%  poliuretano,NULL,-Lavar a maquina max 30°c-No usar lejia-No planchar-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87032012-MALMO-A-LM ,mujer,camisas,8,L-,NULL,temporada,39-99 €,NULL,NULL,NULL,Composición: 93%  poliéster-7%  elastano,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO,
REF. 87003257-CREAM-LM ,mujer,camisas,10,XS-S-M-L-,NULL,temporada,29-99 €,NULL,NULL,NULL,Composición: 100%  poliéster. Forro: 100%  poliéster. Recubrimiento: 100%  poliuretano,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO,
REF. 87003258-COMBI-LM ,mujer,camisas,8,XS-S-M-L-XL-,NULL,temporada,39-99 €,NULL,NULL,NULL,Composición: 100%  poliéster. Forro: 100%  poliéster. Recubrimiento: 100%  poliuretano,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco restric. mecanica percloroetileno-No se puede usar secadora,MANGO,
REF. 87003258-COMBI-LM ,mujer,camisas,9,XL-,NULL,temporada,39-99 €,NULL,NULL,NULL,Composición: 100%  poliéster. Forro: 100%  poliéster. Recubrimiento: 100%  poliuretano,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco restric. mecanica percloroetileno-No se puede usar secadora,MANGO,
REF. 87003256-MAMASITA-LM ,mujer,camisas,9,XS-S-M-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,Composición: 100%  poliéster. Recubrimiento: 100%  poliuretano,NULL,-Lavar a maquina max 30°c-No usar lejia-No planchar-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87092519-AVENIR-A-LM ,mujer,camisas,9,XL-,NULL,temporada,49-99 €,NULL,NULL,NULL,Composición: 100%  algodón,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87062520-ADRI-I-LM ,mujer,camisas,12,XS-S-M-L-XL-,NULL,temporada,79-99 €,NULL,NULL,NULL,Composición: 100%  poliéster. Interior: 100%  poliéster,NULL,#¿NOMBRE?,MANGO,
REF. 87003260-MAC-LM ,mujer,camisas,11,XS-S-M-L-XL-,NULL,temporada,39-99 €,NULL,NULL,NULL,Composición: 100%  poliuretano. Forro: 100%  poliéster. Recubrimiento: 100%  poliuretano,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco restric. mecanica percloroetileno-No se puede usar secadora,MANGO,
REF. 87082520-SEUL-I-LM ,mujer,camisas,8,L-,NULL,temporada,49-99 €,NULL,NULL,NULL,Composición: 96%  poliéster-4%  elastano. Superior: 100%  poliéster. Forro bolsillo: 100%  poliéster,NULL,-Lavar a mano max 30°c-No usar lejia-No planchar-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87063255-CHARLOTT-LM ,mujer,camisas,9,XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-No lavar-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
